x,y
6.490061519474048737e+02,3.051905898233930543e+02
6.696236636532914872e+02,2.554618150718845868e+02
6.768842234254142340e+02,2.314554806643259894e+02
6.249530623051761040e+02,2.414394975249991262e+02
6.815306761059982819e+02,2.063430837007078082e+02
6.824127065108577881e+02,2.141137715510099042e+02
6.139955977928677839e+02,2.148283857850278764e+02
5.970181192035821596e+02,2.709276591361903002e+02
6.247051573487210590e+02,2.162201875892944827e+02
6.671292731064814916e+02,2.298054077999058507e+02
6.080562562200360617e+02,2.742061575788524692e+02
6.280122404616672611e+02,2.700528093364346773e+02
5.788296138451026991e+02,2.419800471740913963e+02
6.232699623309015351e+02,2.462801763335442615e+02
7.384403199533708175e+02,2.406029182798303339e+02
6.041826050287920680e+02,2.866910663862081492e+02
5.741003654620262751e+02,2.882899545738216034e+02
4.703742602448555772e+02,2.854937899453495902e+02
5.944252537779071872e+02,2.678332770395097100e+02
6.790709826294510094e+02,2.527903145814073866e+02
6.732406410207296403e+02,2.677173730871525095e+02
6.335746550531713410e+02,2.856248731155989162e+02
6.407315982465014486e+02,2.732675556995831698e+02
6.258521920826983660e+02,2.524484100505781328e+02
5.972044125118775355e+02,2.425256342179401372e+02
6.490319747806535133e+02,2.354573558429288482e+02
6.200272571853777208e+02,2.895007840038328482e+02
6.687213925723542616e+02,2.808609243410024874e+02
5.356623619852450702e+02,2.352474868463643531e+02
6.418079422161506500e+02,3.019425861560379190e+02
6.569218745029497768e+02,2.682492453669843258e+02
5.799241651678379412e+02,3.193461372427238985e+02
4.962010901759092008e+02,3.028694710838599349e+02
5.801418326017494564e+02,2.904740751320092045e+02
5.770995904630626683e+02,2.707763855309748351e+02
5.818832309029032785e+02,2.959042588285532815e+02
5.982487750897937531e+02,2.815044154992656900e+02
5.621090631857306334e+02,2.764238970953358603e+02
6.298134710027447909e+02,2.959172531714417005e+02
6.151745723298166695e+02,2.811505421907880873e+02
5.277036259321021134e+02,3.068040831826184558e+02
6.442273449999541981e+02,3.227936023624333757e+02
6.375539384691801388e+02,2.934214469327595225e+02
6.449942667880126237e+02,3.257780170189615774e+02
5.314859057259782276e+02,3.213165600601215601e+02
5.707535615879053239e+02,2.766631695179998474e+02
5.643543351373423320e+02,2.894386242286507809e+02
6.041414389071180722e+02,2.937439071920941842e+02
5.282547359912930460e+02,2.559424115602418226e+02
7.203682812701936200e+02,2.249888283509678786e+02
7.397200501064446598e+02,2.558802946163968670e+02
6.756317873480387561e+02,3.044106805382185712e+02
6.051190180415593431e+02,2.723709857015109606e+02
6.528746982787848765e+02,3.444671983176016852e+02
6.573163194058380441e+02,2.985509778387464621e+02
5.559360172669544227e+02,2.796233337551968248e+02
6.189611117701157355e+02,2.996293382084783730e+02
6.289547477071786261e+02,3.437369527519196026e+02
5.066588792344219883e+02,2.794230149350030388e+02
5.490793287364151638e+02,2.491906435900452834e+02
6.571401625211487953e+02,2.636323346006770407e+02
6.344842819966413572e+02,2.671161201635594580e+02
5.849401037109639674e+02,3.023249069123299932e+02
6.480221172257366788e+02,2.587300301816184174e+02
7.320284894198490520e+02,2.981585100449582910e+02
6.851587563483335543e+02,3.138177386670148508e+02
7.797677594139023540e+02,2.606272728387887128e+02
6.806890470945996867e+02,2.393141323724038330e+02
6.047128044181948781e+02,2.730013986213050430e+02
4.993834655218573744e+02,2.496709743712765430e+02
6.068185836435983447e+02,2.614857174306201841e+02
5.579196371281088886e+02,2.872217788814532469e+02
5.142537830164995967e+02,2.731637693529218609e+02
5.402056063385911102e+02,2.598120894170618840e+02
4.071179965129916809e+02,2.470293482169961123e+02
6.361124753328458610e+02,3.097396601114652412e+02
4.609422187165744731e+02,2.588591487665704562e+02
6.489930411124710190e+02,2.642912860958115289e+02
3.674312163737572519e+02,2.675010245035210801e+02
5.929526931244108710e+02,3.044675511463671569e+02
5.150107317967211884e+02,2.604719964183735215e+02
6.510629288779568924e+02,2.484664303319527789e+02
5.052816277997566203e+02,2.655335894119277782e+02
5.690953964066318349e+02,2.674270906140047828e+02
6.611123399782820798e+02,2.516495157391183568e+02
7.936129973752929345e+02,2.734648148745956746e+02
7.049135757581399275e+02,3.032716174692654931e+02
6.380653068552268223e+02,2.646721601564910884e+02
6.246388073268299195e+02,2.924503188420682704e+02
7.611787027101988770e+02,2.884520391280939293e+02
7.521324407013070186e+02,2.651226163404890031e+02
6.192753074302189589e+02,2.693199622817954832e+02
6.124616407764494852e+02,2.178490058173716193e+02
6.973143911484261253e+02,2.409336272730794235e+02
6.167486831462882719e+02,2.885519854542311577e+02
7.382569357947318167e+02,2.589752480258564447e+02
