x,y
6.260909041308539145e+02,2.215821543733545411e+02
5.963414486693596928e+02,1.843080655023113081e+02
6.072132383463228962e+02,2.716000439208366402e+02
5.831288206726362660e+02,2.707111352542346481e+02
6.013019396018859197e+02,2.112144281128819330e+02
5.721231823558483711e+02,2.274484097161483476e+02
6.274517438193805674e+02,2.486379020611810233e+02
6.110056215221972025e+02,2.902586156928658738e+02
6.270330319159440933e+02,2.100849031307658947e+02
6.511601973594675883e+02,2.502017168126180025e+02
6.160853777817749233e+02,2.602979542535431392e+02
6.226067426190217020e+02,2.272301929140329264e+02
6.304748666586307309e+02,2.876269782231030376e+02
5.644010158635535390e+02,2.006831675141316111e+02
5.814579209570267722e+02,2.051218897616052175e+02
6.065656135145876533e+02,2.291116630760130590e+02
6.008883034248857484e+02,2.479144043559432475e+02
5.085852895969075007e+02,2.260862208966863705e+02
6.207129964525495325e+02,1.732432549975485472e+02
5.747574102786549020e+02,2.506615096944025822e+02
6.444320789344645846e+02,1.929001516321817462e+02
5.897024250163399302e+02,2.048755010314674223e+02
5.882551178403775793e+02,1.618786028308107916e+02
6.188071161477078022e+02,2.404671531066170473e+02
5.787758468706731492e+02,2.421394983371687317e+02
6.441119654610193948e+02,2.649118477564566092e+02
6.028771570469999688e+02,2.500750920760741849e+02
5.505166182113978266e+02,2.863856123199497006e+02
6.028230526907586864e+02,2.267301966543421941e+02
5.578137527697916767e+02,2.344168839258011019e+02
5.703551208128103553e+02,2.271561901314181569e+02
6.177812415974398164e+02,2.149598875164989522e+02
6.288109917704265399e+02,2.592225438219372791e+02
5.524651277979394308e+02,2.284921309554016204e+02
5.922165262824612455e+02,3.159738502338788066e+02
5.914663077748018623e+02,3.085107039477550757e+02
6.086207297748975407e+02,2.620873932056869648e+02
6.093142779498457458e+02,2.757480505297493778e+02
5.745785741312521395e+02,2.337125657426111047e+02
6.208994150711839666e+02,2.434597760263658870e+02
5.892525395328199238e+02,2.466286777757775042e+02
6.094139547693768009e+02,2.045238718925188266e+02
4.993794379958227978e+02,2.663540631790658608e+02
5.875206579450995150e+02,2.533409840106457693e+02
5.258449536322095810e+02,2.877978691330421270e+02
5.382726107982068697e+02,2.316171844749735840e+02
5.369108073878225014e+02,2.361002366802869403e+02
6.214565250671255399e+02,2.482514386243398121e+02
7.520392402218745929e+02,2.437014714548369909e+02
6.168630465336779025e+02,2.040013523717962869e+02
6.354764910208953097e+02,2.181589663027594383e+02
6.517768028179069688e+02,2.049425834946147802e+02
5.709984016767499497e+02,2.585191311300571897e+02
6.233908771266466147e+02,2.632248947692085039e+02
6.544267561564610105e+02,2.574802071197983651e+02
5.918209424562350023e+02,2.706013066502160882e+02
6.123396419408544489e+02,2.131679415921300631e+02
5.804997858569496429e+02,2.357138549191524248e+02
6.371381190736627786e+02,2.660437608905965590e+02
6.352251289374265752e+02,2.554620897432188258e+02
6.040840938708139447e+02,2.786212977377638822e+02
6.095562074008411173e+02,2.260805429913457942e+02
6.537884153964322422e+02,2.501299752558849150e+02
6.731447312794016398e+02,2.036782285590271613e+02
6.395649186259893213e+02,2.090123528773370936e+02
5.085926153191047092e+02,3.290060718165786966e+02
7.098379702586744315e+02,2.405673312288308807e+02
6.660762477319922255e+02,2.380852991466603044e+02
6.918893404515886232e+02,2.230440556786535069e+02
6.636147031898553905e+02,2.345146692525490835e+02
6.301788660483960030e+02,2.195619249227647742e+02
6.300827807377186218e+02,2.560122312292568267e+02
6.620653852048399131e+02,2.409973742565384498e+02
5.865732475260563206e+02,2.122789010479512797e+02
6.881987312509888852e+02,2.363838807962083024e+02
6.843483511455564212e+02,2.345955719124752079e+02
6.135290985469596308e+02,2.487411804639407649e+02
7.001162154129191322e+02,2.470254787564548167e+02
6.545792819468776997e+02,2.331908204053300437e+02
5.632961152803746927e+02,2.382293769856564722e+02
6.708727235505384670e+02,2.253647512447539611e+02
6.069213754591626184e+02,2.384069223286877843e+02
6.229293217113026913e+02,2.312041843578194289e+02
6.352646716877146673e+02,2.197781622927241187e+02
6.450904939372967419e+02,1.857826776786561993e+02
6.717591580709748769e+02,2.320143597311941335e+02
6.252297957327623408e+02,2.243574735827247935e+02
6.551509861279570259e+02,2.427147656080872196e+02
6.230487617847888941e+02,2.379083843250790835e+02
6.273128370215357563e+02,2.262448874225576674e+02
6.475577744430185021e+02,1.985625728621489543e+02
6.221917750597737040e+02,2.619677838558521898e+02
6.350766837678169168e+02,2.387608879367195698e+02
6.654210174031871929e+02,2.721988480794398129e+02
6.614618490824565242e+02,2.316707473903611572e+02
5.728491249260678160e+02,3.069574989127326035e+02
6.594597392909943210e+02,2.599066535823102413e+02
6.243294769143387839e+02,2.753618671077793465e+02
6.830904493454427211e+02,2.340078730017006592e+02
6.115476874684692348e+02,2.118600881916440244e+02
6.561145788473675111e+02,2.302885144865132077e+02
6.795928825183544859e+02,2.829207941948768621e+02
6.375096255781770651e+02,2.502037410834199989e+02
6.740399132618139220e+02,2.346642028907614019e+02
6.401605062988303416e+02,2.176915540542119629e+02
5.683810200667246590e+02,2.545698337893381051e+02
6.672651315059424633e+02,2.683135570901473557e+02
5.713492457850794608e+02,2.550840480305216147e+02
5.993964551700445327e+02,2.428451248420400930e+02
6.374125172663586909e+02,1.893494176970079366e+02
6.309107792331559494e+02,2.459839311701310010e+02
6.347142150551559325e+02,2.443605259131813909e+02
6.395342132318588710e+02,2.319761650379943774e+02
6.234398134826948308e+02,1.941690961890576261e+02
6.516129580831593557e+02,2.526695902493372046e+02
6.212674974020411582e+02,2.667058297290861901e+02
6.050725600561323745e+02,2.563276359772589785e+02
5.759280230715978632e+02,3.045834735546838488e+02
5.950050174446099618e+02,2.419501518921396155e+02
6.267664847430579584e+02,2.842523121986572505e+02
5.412502196263658334e+02,3.067060760870262470e+02
6.497761270189805600e+02,2.507020062950369947e+02
6.352561231455138113e+02,3.008454999935289607e+02
6.524349263716194400e+02,2.315964833047013371e+02
6.138675092426653919e+02,2.182301789311569280e+02
6.698837935538141437e+02,2.449539371653807791e+02
7.164138552694284954e+02,2.414287633415844709e+02
6.411134370078815437e+02,2.177756888011754199e+02
6.620811972449868108e+02,2.068651943621543978e+02
5.558558393890683647e+02,2.291215997446147696e+02
6.023316991928173820e+02,2.392093715240904430e+02
5.466409698971591524e+02,2.401775997055017910e+02
6.085973714098618075e+02,2.193998319452272199e+02
6.636895297836268810e+02,2.894642330375002643e+02
6.126706650667800886e+02,2.579306915350685472e+02
6.037226831949216148e+02,2.209168187945942634e+02
6.691307133003654144e+02,2.377559215617343682e+02
6.991408777447034026e+02,2.515337793934575075e+02
6.756200770793591346e+02,2.484531189527940285e+02
6.190746529499327835e+02,2.379467007717092031e+02
6.460018817090443690e+02,2.210294017751859030e+02
5.973929925799379816e+02,2.329534003009109426e+02
5.734852180622925744e+02,2.566916122999335244e+02
6.050264034845965853e+02,2.493699366900925156e+02
6.337822163714079124e+02,2.308195445491487305e+02
5.742435997254575568e+02,3.156251217914665972e+02
6.522167030635774836e+02,2.410012924504372052e+02
6.313966987200565200e+02,2.390414361855679317e+02
6.400712875832472264e+02,2.433691759552209248e+02
6.186335270974742571e+02,2.464713037580219179e+02
6.086028656210077088e+02,2.381929355724829236e+02
6.461361921917837208e+02,2.338874818347156292e+02
6.164309893428937812e+02,2.889769281047662730e+02
5.963051535284379270e+02,2.445062176082089991e+02
5.549180968918744838e+02,2.152960086039484509e+02
6.381484070143936833e+02,2.426959616783767046e+02
5.512360974128920361e+02,2.511667547680845303e+02
5.896619542787448154e+02,2.115437884447962347e+02
6.643521763233480897e+02,2.289183603049252156e+02
5.743221070606339254e+02,2.133368892382720219e+02
5.724641360202427904e+02,2.208214016785691172e+02
5.891316796844231476e+02,2.118299616982949374e+02
5.948277676123060473e+02,2.432581085847350550e+02
6.077008249635929360e+02,1.916539911247839427e+02
5.979664538971658203e+02,2.601117790085862111e+02
6.284038816604179374e+02,2.261579391102485772e+02
6.014363893360336988e+02,2.704698716328128967e+02
5.675260021712231264e+02,2.431474555566718720e+02
6.555071978203392291e+02,2.083748757120229982e+02
6.001638782012867068e+02,2.062283282032213947e+02
6.728198358602302278e+02,2.823350047697924765e+02
6.311590555724795877e+02,2.141177887479762774e+02
6.535417829756928541e+02,2.537392652889500937e+02
6.337053127936924284e+02,2.166792826308877693e+02
5.935915008639115058e+02,2.818154005446269821e+02
6.083852566777038646e+02,2.661057859401190058e+02
5.933017312472445610e+02,2.269002106974854200e+02
