x,y
5.079410001142218789e+02,3.171464576221612788e+02
4.649009318829749873e+02,2.407993425820058064e+02
4.879557625628300457e+02,2.533950761103077980e+02
4.990292392017737484e+02,2.724272329900865088e+02
6.116940105551256011e+02,3.421347307400035334e+02
5.359016393956715092e+02,2.177683321972318709e+02
4.950978092344759602e+02,2.601819256491311876e+02
5.963988690884485777e+02,3.054100215926259807e+02
5.311143731180359282e+02,3.491924199970140990e+02
5.981423151355681966e+02,2.269752101585001185e+02
5.974585185202897719e+02,2.275035986776021559e+02
5.365141985466556207e+02,2.972237080070421484e+02
4.708303061514390606e+02,2.363108352719387995e+02
5.433022860595432348e+02,2.168395002176259254e+02
6.253263677818009683e+02,2.833234212749504763e+02
4.184538087984768708e+02,3.033697985924735008e+02
5.791259860209523822e+02,2.351520064880212431e+02
4.594924745879292800e+02,2.751384095657882654e+02
5.063892153525335402e+02,2.656615456657461323e+02
5.239327414637115226e+02,2.935669075925069933e+02
4.012394409646548183e+02,2.658257008101736574e+02
4.530046679653850106e+02,2.665823487673383738e+02
4.654218955923594194e+02,2.887545415404067626e+02
6.047966942712746459e+02,2.450404588435312689e+02
5.176411094974748721e+02,2.586882768668032782e+02
4.896521720255436207e+02,2.348344693861003520e+02
5.185641542253650869e+02,2.687346520049607648e+02
6.318058738565197245e+02,2.114215519232396048e+02
4.486709161785178708e+02,2.967356620472061763e+02
4.229005402874209381e+02,2.526775716211928966e+02
6.019532244461265691e+02,2.066784056929696476e+02
4.858471102857720325e+02,2.913304151084629439e+02
4.917559916036283312e+02,1.949532476251965250e+02
4.485921132411669987e+02,2.468669285340394026e+02
6.084817234918897384e+02,2.466519976716155043e+02
6.083061356200475984e+02,2.844801267909991225e+02
4.677888073628046186e+02,2.871696707517255618e+02
5.886138701952525025e+02,2.365788440681779434e+02
6.424406214469174756e+02,2.526237094988999843e+02
5.128657398156269664e+02,2.626148539682581600e+02
3.591196908595148898e+02,3.251590849191168786e+02
3.766136353749023442e+02,3.220661739791968898e+02
5.023911698343811167e+02,2.254834113215241302e+02
4.276577794677481279e+02,2.336167716987518475e+02
4.454778061659138757e+02,3.077396568015675484e+02
4.740126044211079943e+02,2.387078601241990441e+02
4.988434501652267841e+02,2.877289656292213067e+02
6.092340570387073058e+02,2.106587529817938957e+02
6.242997863639777734e+02,1.576555315877562862e+02
4.450176180673907993e+02,2.616811510474714169e+02
6.331566129089179640e+02,2.650884267761601336e+02
6.158899708705441753e+02,2.036335637550496926e+02
5.858446304802887425e+02,2.083730460584291393e+02
5.459616640690314853e+02,3.049839007880567010e+02
5.909423904349711165e+02,3.168347146418564080e+02
5.089488083879115834e+02,2.983514838858503140e+02
5.294874095128803901e+02,2.737201541433456100e+02
5.462932601194255540e+02,3.125438031899793145e+02
5.573535211165744840e+02,3.097908924695037740e+02
5.664612579130315453e+02,2.926708310832829056e+02
6.460390592992130223e+02,2.470897926970066010e+02
6.248248550266720258e+02,2.477247223008089350e+02
6.549285795587891243e+02,2.634868079283084512e+02
6.092875459392992070e+02,3.058677767543633195e+02
5.909696932251964654e+02,2.831675151022451473e+02
7.163380723892045125e+02,2.007739038561392704e+02
5.459598661716315746e+02,2.850467431007719483e+02
5.297119082967720942e+02,2.119898710349839064e+02
5.307556002985999157e+02,2.157556221277438908e+02
4.530069345239600125e+02,2.634184207601985577e+02
6.331376206285412991e+02,2.844746162921547921e+02
6.104870985826960350e+02,2.621063852051558456e+02
5.103338335503053713e+02,2.748191933600155608e+02
5.760093733431320970e+02,2.276200025520852819e+02
4.675422916545467160e+02,2.400416861842605840e+02
5.058840973360237854e+02,3.174305057396528014e+02
5.879215044071047487e+02,2.718837540441015790e+02
6.143634335518370335e+02,1.914476460566164917e+02
5.331288266785999213e+02,2.817895744285428918e+02
5.204299330832918713e+02,2.475323262373400155e+02
5.806050625666778160e+02,2.487038464155307906e+02
4.723936521229787786e+02,2.519116144134506214e+02
5.156846544535003432e+02,3.330084074110118308e+02
6.199757542141760496e+02,2.194661514864454261e+02
7.176553956903875360e+02,3.103392577167764443e+02
6.728874020785282255e+02,3.406306394475351453e+02
6.229703803019199313e+02,3.315583324035777650e+02
5.603165648050114669e+02,2.545207605613435362e+02
4.990085972370912941e+02,3.327225785313522124e+02
6.151471233701656729e+02,3.103622100437716540e+02
7.190371818258788608e+02,3.201264726877633962e+02
7.169486483233250738e+02,2.533597694823695861e+02
7.353877971916232354e+02,2.722493591662756671e+02
5.894176235061004263e+02,3.073281836308190691e+02
6.370001278813581393e+02,2.458308452344085140e+02
6.934965425191104487e+02,1.795734648882729516e+02
6.497268358933185937e+02,2.165314624232141227e+02
5.989883335831451632e+02,2.130876413385128956e+02
6.478652673186811626e+02,2.525742091851808482e+02
6.538190677580247439e+02,2.466696395822290810e+02
5.558861155317825933e+02,2.692452789838984017e+02
6.701222606174337670e+02,2.398531274337344428e+02
5.790945025233784236e+02,3.218406227712861210e+02
6.382097034634273314e+02,1.747746134193670571e+02
6.784310918688279344e+02,2.352729377267990003e+02
6.782309707143393780e+02,2.447472993809492152e+02
7.106637817655985145e+02,2.582384064917019373e+02
6.104854391897596315e+02,2.340987236395807543e+02
5.859759372792508429e+02,2.515493212198222466e+02
6.105829783851573893e+02,2.347478129341438944e+02
5.762935790583582047e+02,2.718898733572657420e+02
6.545150520123734168e+02,2.676456394016498734e+02
6.577264699856017387e+02,2.837128750945926186e+02
5.584712265931810862e+02,3.245854517695473191e+02
6.062859232810642425e+02,2.744308718665382685e+02
5.919955419434259056e+02,2.851417630285315568e+02
6.044591081508380057e+02,3.556430649084730931e+02
5.838318147621830576e+02,2.906457245202519744e+02
6.042976940842459044e+02,3.079776501899120831e+02
5.505052699351587080e+02,2.791952264114075888e+02
5.927160366998405152e+02,2.688142652368376275e+02
5.272584062319133409e+02,3.304957153218416579e+02
6.442107844316785759e+02,3.355514090776501916e+02
6.815036210816515450e+02,2.988457057167490802e+02
5.375342853659517459e+02,3.077893207822654631e+02
4.683727585987732027e+02,2.660338307573088059e+02
6.008876992823528553e+02,2.964001664989697247e+02
5.199134292991546999e+02,3.154644092307507321e+02
4.904098009917291847e+02,2.907246745111286259e+02
6.644273800883676131e+02,2.580440974724619991e+02
6.958762910534092043e+02,2.872126208113741086e+02
5.538438095113790496e+02,2.365957143595808816e+02
5.386952741844658021e+02,2.698435436445914206e+02
5.782396925093125901e+02,2.792146327700478423e+02
5.855337063848759271e+02,2.985455256869338996e+02
5.102400991685121312e+02,2.720761645569317579e+02
5.759995428901769401e+02,2.629858086334952532e+02
5.968644009748032886e+02,2.978507532615263926e+02
5.784806540040431173e+02,2.895114037244666179e+02
5.750338701938110262e+02,2.186481644804611051e+02
5.364891797062272190e+02,2.733908249720448680e+02
6.569230565784948794e+02,2.664970447675135574e+02
5.000146403246246223e+02,2.801957947955259556e+02
6.416001867600929245e+02,2.220443089074024670e+02
6.125718445494117077e+02,2.300063465111628886e+02
6.439260356635465996e+02,2.114067580876588295e+02
6.149824243988605303e+02,2.062462039469974684e+02
4.984518119511853911e+02,2.382320187965644323e+02
5.491948688550567113e+02,2.494834266654971202e+02
6.354532347858623780e+02,2.352058301817615984e+02
5.504981384842783427e+02,2.807439568013443818e+02
5.444127077289826957e+02,2.924612101955030994e+02
5.062392210254670317e+02,2.743228697006420020e+02
5.381314478724691526e+02,2.338882763257159638e+02
5.567820594484724097e+02,2.988442918882886943e+02
5.908650241860262895e+02,3.267298202892092149e+02
5.566897623916463544e+02,3.212265897875087717e+02
5.583499568739755432e+02,2.184848698572220940e+02
4.723932271539825933e+02,3.344496265386221125e+02
5.372369306106512568e+02,2.999333600398982753e+02
5.967772967269371520e+02,3.062849274032198537e+02
6.256258015707464892e+02,3.073419373201080589e+02
6.022952362074950088e+02,2.542417790685343277e+02
6.375782952684575093e+02,2.088737519500106714e+02
6.141973124229800760e+02,2.490457891341386016e+02
5.761361806595086819e+02,2.808928432360523288e+02
5.668598516450663283e+02,2.428463656762801577e+02
6.111722655506245019e+02,2.438949221989599891e+02
7.092480313294337293e+02,2.482105514832016127e+02
5.593951290690185942e+02,2.190775789125090114e+02
6.460537507358289986e+02,2.673239925488160225e+02
5.863815651053897682e+02,1.819332673930493911e+02
6.236839631850708656e+02,2.226985493091137300e+02
6.928345736806602417e+02,2.256977061555954549e+02
6.279303785174104178e+02,2.051292242232872809e+02
6.288826212340012489e+02,1.445259721054976012e+02
5.389191432326105087e+02,2.464188984373838025e+02
5.884171935427170865e+02,1.808203840475017330e+02
5.413655294625541501e+02,1.773030979117114043e+02
5.926387634461292464e+02,1.841860927489096866e+02
6.428068480244272678e+02,1.939437475277590011e+02
6.229929415681374394e+02,2.599056698303946860e+02
6.618656335430196123e+02,1.744639560413901336e+02
5.651359338996089718e+02,2.336380567002415489e+02
5.929219782829370615e+02,2.028956066635076354e+02
6.220875582635793535e+02,2.768910266982581447e+02
6.020371513200905156e+02,2.727038888960938721e+02
5.948847458412408287e+02,2.458347420442793805e+02
5.991656263652471353e+02,2.575184215461476924e+02
5.421392752089386704e+02,2.181982580071539246e+02
5.285462627440064125e+02,1.759492159727117837e+02
6.180177672142896199e+02,2.392905624737123844e+02
5.641104617370111782e+02,2.517105178603943614e+02
6.534629690790144423e+02,2.062400046959387794e+02
5.586441380193607529e+02,2.633940847663083105e+02
5.756991371262262192e+02,1.893980841784422182e+02
6.992740137259856965e+02,1.576525928316195007e+02
6.718775189158851617e+02,1.876838176808169578e+02
5.746403580905885065e+02,2.080832955102023334e+02
5.699220617675396170e+02,2.665837887862373918e+02
6.145313914083700411e+02,2.302894908101839349e+02
7.111912762692078331e+02,1.927269083348869572e+02
5.932924489910462853e+02,2.831657170414044913e+02
5.835352562172331545e+02,2.770270247970264563e+02
6.548933362576245827e+02,2.408135548531395784e+02
6.502174168953609978e+02,1.905480856155533331e+02
5.958170405948944790e+02,2.269050608899802626e+02
5.471391927589162378e+02,2.274641038400221476e+02
4.800445039199784674e+02,2.508052699530939265e+02
6.288458081790161032e+02,2.252522339162050287e+02
6.037626216716888621e+02,1.597592460952100168e+02
5.761592866635799055e+02,2.886601479730016990e+02
5.697072228453723710e+02,3.130217846301690088e+02
4.870288068894734579e+02,2.707927890022093607e+02
4.736635179694455928e+02,2.660827495735845787e+02
