x,y
5.542748529698419588e+02,3.042237063130896786e+02
6.381844474194176655e+02,1.547082384009012799e+02
6.194672771749028470e+02,2.356740872184243756e+02
6.400539124560027631e+02,2.601784572465572296e+02
5.500949700279788885e+02,2.780730429513881177e+02
5.757870812029881336e+02,1.773580730824274383e+02
5.962178260456430507e+02,3.282739267766455669e+02
5.724399273165964814e+02,2.441901006029409018e+02
5.949582124714618203e+02,2.570320764446115049e+02
5.964078469904566191e+02,2.488029515747648759e+02
5.646615427504906393e+02,2.362407296684185383e+02
6.393639312762306872e+02,2.211407070925287712e+02
5.761982661044585257e+02,2.114285981745771323e+02
5.090969448666959352e+02,2.932458337560580048e+02
6.168745509997678482e+02,1.667636657608863970e+02
6.265681400145507496e+02,1.997790569145821848e+02
5.428677293165417268e+02,1.718977657699493875e+02
4.379117479784169973e+02,2.585335613631042975e+02
5.934201743299246345e+02,1.964058279909697262e+02
6.091560381717841892e+02,1.634149199679187632e+02
6.143837277560776329e+02,1.396310161623337649e+02
6.295459003666184117e+02,1.926040968814836845e+02
5.992561410464595610e+02,2.045279536963693943e+02
4.381066312714209516e+02,2.114834149280131612e+02
5.093771316686300565e+02,2.993135506586138490e+02
5.136702054935681190e+02,3.196916132208144177e+02
5.178469049703433029e+02,2.768613634399761168e+02
6.120813984322537635e+02,2.431116301564371440e+02
4.807302179365339043e+02,2.490432524733672324e+02
5.632693274724855428e+02,1.982773959371048704e+02
6.255999984214060987e+02,3.289613890583823377e+02
7.184568860293135231e+02,1.960836165152358035e+02
5.971816322956246950e+02,2.474313253614423616e+02
5.493839583815926062e+02,2.146699237230848212e+02
6.180084992509628137e+02,2.301251865968815196e+02
5.694979289634568431e+02,2.084629675394364199e+02
6.811495854998943287e+02,2.154277264253040016e+02
5.517591401506243756e+02,2.024831422717211069e+02
5.801950922287600179e+02,1.685700798456052212e+02
5.023262363077409987e+02,3.026554373557279405e+02
5.953032854169072152e+02,3.227886375209133121e+02
5.954272585692298208e+02,3.008449886948026233e+02
5.962909605782073186e+02,3.314403728734191645e+02
6.016896040950506404e+02,2.591493339506234861e+02
6.148642114031820256e+02,1.672111151344806785e+02
5.592498121242620073e+02,2.535067286821471271e+02
