x,y
7.248638178704729853e+02,3.240430507329965621e+02
7.224642504902128621e+02,2.697888587046485327e+02
8.066217968960457938e+02,2.411708349655480106e+02
8.379051055516574706e+02,1.960781633151889309e+02
7.847043342003362341e+02,2.499317337819169609e+02
6.643413973831600288e+02,2.485303849012256023e+02
7.584580047428356693e+02,2.741672120410800062e+02
7.728074179647364872e+02,2.991755518009989032e+02
6.837385584460231485e+02,2.652940438901567290e+02
7.074801194180952280e+02,1.572677256780241350e+02
7.581636371928789231e+02,1.897000631480962340e+02
7.014664783516811895e+02,2.577733892401050753e+02
6.874786711797013368e+02,2.196484360042011303e+02
7.189080877991265197e+02,2.236300153279215408e+02
6.697388162115864816e+02,2.427417487225545187e+02
6.550838810290157426e+02,2.613775804950267911e+02
7.051820677352649227e+02,2.128694721151714475e+02
5.956170055217293111e+02,2.543800245169134371e+02
7.377931707931843448e+02,2.472158734109658553e+02
6.883124732161238626e+02,2.822728867652594431e+02
6.430399442725182553e+02,2.566633631479596716e+02
7.368920821240869827e+02,2.479704032531438997e+02
6.595202528067139838e+02,2.638822930525199126e+02
7.018720932034710813e+02,3.429894968306352894e+02
8.096605048698818337e+02,3.558346566208150534e+02
7.301603326279621342e+02,3.204053817046642507e+02
6.953165634845674958e+02,3.445724990255505418e+02
6.424528778157337001e+02,2.959506400093846992e+02
7.332330072911094021e+02,3.125941487480459386e+02
7.789014950344858335e+02,2.460268265229920530e+02
8.137691072444035854e+02,3.169642213146146901e+02
7.638872341169810625e+02,2.888834501357112572e+02
7.493680505141110189e+02,2.371030409611036021e+02
6.025701740668980619e+02,2.648803767031155303e+02
6.693343629397363657e+02,2.451402435965443374e+02
7.089092151245985178e+02,2.616923510130006889e+02
6.522515113489564555e+02,2.963385244557360920e+02
6.134554007029940976e+02,2.123089138424271027e+02
6.807094234039410594e+02,2.344535816182298618e+02
6.159043051438012526e+02,3.802933522915485582e+02
5.814090205668923090e+02,3.533648990587312255e+02
7.625340220227409418e+02,3.130074113936318554e+02
6.507308750866940272e+02,2.928552867178304382e+02
6.863982961712201813e+02,3.416911614038209564e+02
6.142992093012613850e+02,3.117090515564221960e+02
6.263354729495456468e+02,3.344766236814364220e+02
6.635343706290356067e+02,3.310550397537480194e+02
6.220424845548977828e+02,2.883357281944095121e+02
5.541577493585640468e+02,2.281569757341515299e+02
6.971312422298286720e+02,3.053960716282425096e+02
6.499796447774491526e+02,2.337248550290621267e+02
7.077338113272784312e+02,2.465756511694403912e+02
5.565683998200881888e+02,2.987346290728606846e+02
6.945093173474261903e+02,2.383971922613951335e+02
6.089484999713945399e+02,2.552075971292148324e+02
7.134956371493072993e+02,3.245211662190863535e+02
7.082530372358312434e+02,3.149460402811202471e+02
7.165150542692496174e+02,3.146906155583594682e+02
6.680706758648266259e+02,2.997925537145818566e+02
5.955314373059351283e+02,3.011817207934738008e+02
6.846214540431938076e+02,2.670528708409322576e+02
7.139034340865415516e+02,2.895565195305261454e+02
7.279448318597359275e+02,2.242947601884856681e+02
6.860518405601530958e+02,2.391214694813858159e+02
6.512018540313594031e+02,2.021999770094928977e+02
7.109451515633282952e+02,2.374060886940832802e+02
6.837808307544623858e+02,2.336362116022998521e+02
5.869217030122410961e+02,2.208102427921088520e+02
6.995117308360000834e+02,2.496602728151825374e+02
5.701045945910287855e+02,2.387297283536156272e+02
6.951767413948671219e+02,2.631674972261906760e+02
6.537483069816794341e+02,2.828544803507657548e+02
6.531880923443691245e+02,2.300298410535827145e+02
6.243607240440867372e+02,2.867577393626601747e+02
6.302923238994918620e+02,2.827897470424687754e+02
6.647807652476628846e+02,2.500093919951575288e+02
6.265711737350484327e+02,2.264986336036654961e+02
5.928069427385917152e+02,2.756523631181620999e+02
6.772844906522830115e+02,3.325460920446915338e+02
5.681053471487151683e+02,2.289684875136080962e+02
6.842047189840257033e+02,2.435817336351300355e+02
6.311840958346447223e+02,2.676984478164996517e+02
5.715434553342979598e+02,2.540532998828819018e+02
5.953613029842748574e+02,2.697649069751867046e+02
5.800840191863564996e+02,2.437122307547647893e+02
6.788716040601219674e+02,2.604962658136270761e+02
7.142648443311179562e+02,2.231567761382968911e+02
6.385210060897486528e+02,2.101903153486711631e+02
6.720936737449379734e+02,1.744292589057772034e+02
6.829547845281128957e+02,2.918726219824956161e+02
7.094986643802616300e+02,2.089031000418315784e+02
6.573609504720119503e+02,2.413425353390289558e+02
6.522540417202258141e+02,2.300042429918810001e+02
7.060904368985477504e+02,2.141509998058470217e+02
6.885929382189441412e+02,1.912302646576451934e+02
7.794063404384315845e+02,2.507662481766471387e+02
6.404173395288465827e+02,2.391075948273295069e+02
6.346962831707862733e+02,2.186180070691052890e+02
6.829909141126607892e+02,2.424583905484818160e+02
6.374574490089297569e+02,2.178210746875443533e+02
5.386883789531253797e+02,2.451756771355373985e+02
7.157650776103723729e+02,2.518072901284966747e+02
7.017806134187283078e+02,2.309999380538020546e+02
6.702375662537945118e+02,2.171939299716878793e+02
6.670059152708795409e+02,2.695936098640409000e+02
6.164093065098757052e+02,2.979284868601786798e+02
6.200115986786562416e+02,1.989386471600757318e+02
5.535808835452348831e+02,3.222900761519330217e+02
5.503045156229267150e+02,2.754669786538062226e+02
6.076335596185398344e+02,2.335846261298927118e+02
6.498305390024536337e+02,2.405505760790619547e+02
6.523633937746704987e+02,2.395492418802851091e+02
5.538110928108204689e+02,2.999587020744344272e+02
5.961281430052996484e+02,2.741622874085783224e+02
6.171551661864116340e+02,3.286601382484579972e+02
6.358697991952865323e+02,3.024892320013580616e+02
5.341380671924438275e+02,2.892482495026321203e+02
6.291918813042910870e+02,3.037264395622800635e+02
5.863404022607162460e+02,2.413825965894374406e+02
6.368394516935052252e+02,2.431881311962617929e+02
5.697754931398085319e+02,2.180322443117836713e+02
5.179156979715285161e+02,3.245361525529677920e+02
6.178390792255555652e+02,3.005536833125007092e+02
5.810546016327982670e+02,2.957521838335782718e+02
4.679719011659952344e+02,2.986269401518483733e+02
6.062586255289338624e+02,2.975832510764781773e+02
6.159618510311180444e+02,2.501436861850553157e+02
4.882896884636065238e+02,3.223662406889981185e+02
4.341496011574594149e+02,2.802182390362055457e+02
6.470852342616686883e+02,2.477419988350791300e+02
6.984746565428270060e+02,2.301231316157636968e+02
4.745498446283978637e+02,2.207528005007186209e+02
4.910210692145074063e+02,2.467414196704349933e+02
5.173179669254053579e+02,1.878287143913479440e+02
4.967622298446482887e+02,2.475207605571948477e+02
5.622998985129529501e+02,2.658969721521020801e+02
5.713073689881086921e+02,2.799552371977901544e+02
5.222973756189664982e+02,2.616210077770450653e+02
6.935154315561854901e+02,2.987138453949594350e+02
6.575924253478744959e+02,2.390515635003520458e+02
5.739040674548326706e+02,1.866761731998688560e+02
6.529698803612826623e+02,2.663882462669369602e+02
6.523794626411380477e+02,2.485100895722839596e+02
4.736225968510984217e+02,1.739388356199191890e+02
5.023356264405372826e+02,2.323168362952098391e+02
7.075803391443067767e+02,2.214455510530902984e+02
5.589170174944877090e+02,2.368771129405839133e+02
4.777307418374049917e+02,2.205598562583583657e+02
6.076347945017117809e+02,2.268422599267830151e+02
6.441389325641122241e+02,2.680724761515400587e+02
4.811250038521183114e+02,2.987421019555517319e+02
6.012462647013735477e+02,2.779507427792966041e+02
6.259079492370011621e+02,2.592491122492471050e+02
6.273426957033337885e+02,2.576671965224026621e+02
6.088059298372063495e+02,2.119525543940954719e+02
6.022242642216303921e+02,2.440976296989877881e+02
6.117896220264925660e+02,2.990591534213380100e+02
5.908347620958826383e+02,2.901786623556532163e+02
5.451559997412819030e+02,2.830594687639758718e+02
5.106992655167907742e+02,2.561349546366647587e+02
5.612782375932856667e+02,2.791231466034179789e+02
6.121264298433283102e+02,3.016916576893798947e+02
5.424046225783783939e+02,1.601668433236691271e+02
6.135132366415812157e+02,2.010132340417106889e+02
6.125657369816699429e+02,2.565374839787151018e+02
6.323157469734875349e+02,2.688791580168939390e+02
5.569808061752931962e+02,3.136472930118829936e+02
6.071912871059186045e+02,2.610496128335622075e+02
5.902842272679549751e+02,3.120143467406712716e+02
4.955157110246510115e+02,1.692982385263787819e+02
6.209250013065438907e+02,2.308209271249631342e+02
6.649739899632413653e+02,2.292520916106047650e+02
4.882088722278011801e+02,2.813705711336506283e+02
6.613595336895270975e+02,2.082609639758088633e+02
6.465819140770315698e+02,1.979216966966817495e+02
6.815761465954082041e+02,1.998991367838162603e+02
4.986616626441257836e+02,2.359341626975758572e+02
4.723544568435033852e+02,2.469693238523314562e+02
5.593049141352935294e+02,2.719709751914414255e+02
5.015420363366679908e+02,1.922317472579698574e+02
5.372821803040194482e+02,1.929496565687730936e+02
5.294225072206478444e+02,1.746007269475615544e+02
5.957428180663516741e+02,2.091954000928249968e+02
4.182857100757590842e+02,2.101378184020621802e+02
6.216233265705133135e+02,2.224487529184847858e+02
5.024624124712885305e+02,2.594751603990121680e+02
5.526811398076296200e+02,2.869470982434705206e+02
5.709008972359374638e+02,2.713692011624595466e+02
5.827253103831751559e+02,2.239825496171550299e+02
5.644665371052213914e+02,2.574000578499013159e+02
5.410804897151740533e+02,2.802225484678997418e+02
6.413051621571919441e+02,3.019144155404990784e+02
5.275877301349117943e+02,2.158673734890168703e+02
5.056390964354274615e+02,2.486310756174593450e+02
6.025060351320555583e+02,2.068508729362014265e+02
5.226261561565432885e+02,2.267899433619516572e+02
5.974499493798858794e+02,2.026861818499425851e+02
6.188915844875634775e+02,2.460662149981586140e+02
5.124478356719450858e+02,2.304093000275184977e+02
5.326803940744507599e+02,2.136747520193421792e+02
5.350650266864574860e+02,2.033735259616183839e+02
5.090465193922589151e+02,1.994347796929588128e+02
4.446994639829034099e+02,1.901165121941770337e+02
5.224757747419532734e+02,2.542299058484838952e+02
5.828492412148441417e+02,2.346960074398144798e+02
6.033179624925668350e+02,2.319035593718369910e+02
5.173131221844198535e+02,2.389398885330033977e+02
5.793728410657101904e+02,3.193383202688232245e+02
5.010862909308045801e+02,2.491436830430784823e+02
5.491430091677397058e+02,2.908189276643419703e+02
5.003949784421371305e+02,2.920813306257061868e+02
6.288003598352843255e+02,2.806760399462572764e+02
6.544864988200773723e+02,2.979359410855655028e+02
6.108264451490714464e+02,2.477861082707001685e+02
5.497007055666030055e+02,2.420550345452110719e+02
5.843919604024049477e+02,2.668784475996251899e+02
5.089632404338124729e+02,2.461997097416105191e+02
